GeneID	inverted	FS-FI	FS-FI.18	FS-FI.25	FS-FI.int	FS-MS	FS-MS.18	FS-MS.25	FS-MS.int	MS-FI	MS-FI.18	MS-FI.25	MS-FI.int	T18-25
CG10591	Std	0.726259933	0.698772592	0.785542936	0.885935351	0.785542936	0.203599651	0.678525522	0.228576233	0.971192905	0.29887863	0.483991805	0.179364562	0.01416883
TM9SF3	Std	0.675091437	0.803938559	0.661166774	0.869564729	0.661166774	0.451887208	0.412382779	0.955892024	0.171556421	0.317882002	0.213114917	0.827023678	0.865998634
mthl2	Std	0.057184733	0.001895559	0.763891921	0.036506949	0.763891921	0.033053623	0.296995571	0.009991665	0.140612288	0.249722897	0.206368793	0.815679359	0.001709668
Eaf6	Std	0.214669189	0.045731774	0.947110612	0.063374034	0.947110612	0.38847896	0.265174677	0.090580911	0.180870143	0.247684432	0.299116003	0.891081352	0.000212151
Blimp-1	Std	0.29686766	0.085591115	0.939887101	0.18082754	0.939887101	0.552720435	0.108143968	0.052662774	0.08640377	0.255193961	0.097965541	0.559407111	3.94E-10
Sse	Std	0.202449919	0.046027093	0.990089241	0.069272031	0.990089241	0.283718656	0.753597695	0.218702227	0.441114112	0.343411021	0.764530512	0.556622041	0.001506841
CG10576	Std	0.849468972	0.622121249	0.857116181	0.559364964	0.857116181	0.598847007	0.825267982	0.517091548	0.996068092	0.973747417	0.967478669	0.948883267	2.69E-07
Txl	Std	0.911341218	0.220293366	0.292743603	0.050345706	0.292743603	0.368998403	0.256383421	0.08000473	0.798872233	0.740160653	0.932240485	0.829714898	3.31E-06
Ppat-Dpck	Std	0.403871836	0.23779561	0.864142263	0.371144446	0.864142263	0.972783061	0.508970305	0.549662697	0.228596672	0.25205538	0.408879224	0.765030211	8.46E-05
Cralbp	Std	0.489879736	0.165311203	0.838722696	0.180449632	0.838722696	0.01390241	0.197692115	0.360998516	0.105538813	0.236129024	0.142327825	0.750393398	0.034167563
kri	Std	0.929731774	0.430708119	0.507528437	0.208926955	0.507528437	0.405676134	0.780598905	0.623370989	0.442944814	0.10859478	0.702524209	0.083832303	0.002000164
mad2	Std	0.169435407	0.032213853	0.985713802	0.056464243	0.985713802	0.069961516	0.819079684	0.070154907	0.719386087	0.732207481	0.806311156	0.92962632	0.008394786
CG5568	Std	0.688489268	0.940057102	0.462222109	0.483231631	0.462222109	0.26818767	0.969956454	0.348251541	0.270962401	0.300429897	0.441462021	0.817295821	0.749543685
CG18586	Std	0.142096444	0.029681932	0.851457851	0.078236748	0.851457851	0.126857764	0.981564717	0.172486267	0.589421515	0.497986256	0.834679861	0.686772091	0.939845484
DNApol-epsilon58	Std	0.349258525	0.021046194	0.304120236	0.003825048	0.304120236	0.03884108	0.516355818	0.016257625	0.945091615	0.808733661	0.707291445	0.59460226	1.17E-09
CG10483	Std	0.883639105	0.306742574	0.48320417	0.141113716	0.48320417	0.381113692	0.692838156	0.280962569	0.912551448	0.889232169	0.764831955	0.698976314	2.49E-06
CG10479	Std	0.033769444	0.025458177	0.213502399	0.355024802	0.213502399	0.146110459	0.879831223	0.247224336	0.251515848	0.419039653	0.2819639	0.831375417	0.4575733
CG10477	Std	0.070803639	0.049180332	0.291359659	0.513532728	0.291359659	0.463467251	0.097539873	0.364443948	0.001636726	0.008383544	0.00922635	0.835481193	1.44E-06
Jon65Aiii	Std	0.229151425	0.066841645	0.878778724	0.150317138	0.878778724	0.887886896	0.912900993	0.98096367	0.175969876	0.049187358	0.793009061	0.143488524	1.26E-10
Jon65Aii	Std	0.810173923	0.658433116	0.931465199	0.632267659	0.931465199	0.871039348	0.649739548	0.820024416	0.899244988	0.781487859	0.59078626	0.490147612	0.048672562
Jon65Ai	Std	0.480960464	0.474423258	0.668359291	0.773832647	0.668359291	0.660145432	0.688775585	0.952411646	0.848050908	0.78263823	0.97793149	0.820942319	5.16E-07
CG10472	Std	0.146172517	0.035066763	0.786953947	0.110851805	0.786953947	0.713429344	0.423217158	0.308864931	0.085647277	0.078268143	0.284816284	0.557085028	1.86E-10
CG6602	Std	0.812027728	0.454366282	0.735469923	0.349991295	0.735469923	0.719031438	0.670701946	0.935759369	0.474211857	0.269785706	0.929266232	0.390025291	0.02972612
CG13295	Std	0.7806719	0.943252578	0.706706851	0.78269972	0.706706851	0.68499132	0.767962112	0.936238709	0.881760301	0.736677059	0.936467864	0.723094663	2.13E-11
CG6610	Std	0.364194872	0.381121556	0.544802425	0.792888161	0.544802425	0.655037877	0.508137659	0.339259168	0.311679867	0.669191931	0.213247216	0.492710638	0.002907705
CG10469	Std	0.127380056	0.015734896	0.959498067	0.039231002	0.959498067	0.251882886	0.991554428	0.323590001	0.396935339	0.187075197	0.951880226	0.271975276	0.243549728
CG10467	Std	0.038648441	0.006522007	0.480845221	0.087230314	0.480845221	0.662513206	0.231355312	0.151754326	0.011673036	0.020294508	0.063021209	0.745571969	4.73E-07
CG10289	Std	0.086638307	0.028687215	0.545787732	0.159094296	0.545787732	0.50273268	0.637904633	0.861968933	0.300686318	0.121024718	0.893465024	0.215448536	0.650878518
CG7376	Std	0.258178806	0.431138018	0.285681666	0.809758189	0.285681666	0.30297697	0.997078723	0.370277331	0.082197171	0.072005841	0.289945611	0.517171577	0.25030191
CG10274	Std	0.548957771	0.45657903	0.814109858	0.655740244	0.814109858	0.894983288	0.886688889	0.811317528	0.555934474	0.382341895	0.927154952	0.497394787	0.277562581
CG7386	Std	0.16722391	0.14851612	0.411242387	0.586077952	0.411242387	0.623100813	0.624450979	0.997098775	0.435290472	0.339068143	0.743328012	0.591465867	0.106667312
Sf3b6	Std	0.471496756	0.943576337	0.20753382	0.252284604	0.20753382	0.806124561	0.04810428	0.134969991	0.519347646	0.751509454	0.458653808	0.716075705	1.03E-05
CG13299	Std	0.009448615	0.123667718	0.005228861	0.329853083	0.005228861	0.241136624	0.697451425	0.46169456	0.091258073	0.70763682	0.015388485	0.082306468	0.000112135
CG10226	Std	0.026693433	0.010419351	0.249318633	0.275574109	0.249318633	0.356493621	0.439434002	0.145790577	0.030004842	0.090087839	0.060659558	0.742786806	1.60E-09
Best2	Std	0.084520145	0.05483877	0.356355405	0.394098827	0.356355405	0.481302855	0.525201441	0.968364481	0.356723295	0.215769743	0.774793918	0.419581804	5.01E-11
CG10163	Std	0.307672595	0.643828688	0.182059693	0.590700278	0.182059693	0.61916709	0.44713475	0.913036762	0.788044394	0.96531507	0.57637822	0.644584609	0.079006858
CG10147	Std	0.560608275	0.882019306	0.42089776	0.568797021	0.42089776	0.118935676	0.08055671	0.886843188	0.148049895	0.154589019	0.340969248	0.683421932	0.773539698
CG8270	Std	0.983166534	0.640105975	0.650355899	0.424219923	0.650355899	0.436333509	0.969421112	0.508222966	0.624911414	0.751372442	0.627147669	0.890062312	0.003469667
Vps8	Std	0.472299984	0.512243402	0.601780681	0.907006998	0.601780681	0.584299402	0.949936779	0.595722296	0.673618536	0.914978798	0.56168342	0.678319867	0.042412149
CG8368	Std	0.734181469	0.779344965	0.398712207	0.331429599	0.398712207	0.898058931	0.195888072	0.314900416	0.597485967	0.683301312	0.647680409	0.970735254	4.19E-14
CG8398	Std	0.148504031	0.162821542	0.321561274	0.778320079	0.321561274	0.186655304	0.840489124	0.341305155	0.597162465	0.948404948	0.437058768	0.520601688	0.006194294
SP1173	Std	0.476769377	0.088747401	0.587306384	0.053450751	0.587306384	0.618113476	0.28613594	0.174221296	0.287694482	0.223727751	0.598357343	0.549184296	0.005351848
CG8519	Std	0.260928489	0.035786136	0.890043711	0.067344793	0.890043711	0.037414788	0.982112052	0.0856452	0.940768526	0.997444133	0.91002615	0.920109333	4.62E-06
velo	Std	0.319094387	0.030689671	0.570259765	0.018756553	0.570259765	0.081552092	0.985038633	0.125278027	0.948095187	0.656740032	0.582680195	0.388380092	5.01E-08
CG8549	Std	0.917176051	0.730731161	0.860920199	0.651403712	0.860920199	0.149658654	0.12034268	0.925011722	0.055674244	0.075748225	0.169715453	0.719185993	0.46888074
CG10103	Std	0.807595843	0.742532663	0.466969823	0.359746405	0.466969823	0.123747452	0.427945251	0.508279966	0.236131844	0.063423442	0.947073144	0.117915995	0.350683729
CG14820	Std	0.106156747	0.075765338	0.458795208	0.233247439	0.458795208	0.258376594	0.661586208	0.448458639	0.526956988	0.494273859	0.762759309	0.654085827	1.61E-08
CG10077	Std	0.419290399	0.405537326	0.623697313	0.764593951	0.623697313	0.729744382	0.714420994	0.985968916	0.216231132	0.241071241	0.392330417	0.777789331	3.90E-06
CG9948	Std	0.320497625	0.507307227	0.328303484	0.825270936	0.328303484	0.511157573	0.657025197	0.822346764	0.100524027	0.189806964	0.163933235	0.992269396	5.01E-05
CG10075	Std	0.677568042	0.457156678	0.166228491	0.065724185	0.166228491	0.930122987	0.238689671	0.264908622	0.789534509	0.512674651	0.835701824	0.457055046	2.85E-07
Mis12	Std	0.427200209	0.577132337	0.443510916	0.944314387	0.443510916	0.455009692	0.286287704	0.902781936	0.065439543	0.19530198	0.074280655	0.848361639	1.39E-13
CG9953	Std	0.31510462	0.654320957	0.232093543	0.511317221	0.232093543	0.427711728	0.661877746	0.756306426	0.082283978	0.21713184	0.104863503	0.727440104	0.601127957
CG14823	Std	0.033260815	0.008544213	0.380408723	0.129083187	0.380408723	0.918962141	0.29914812	0.310246896	0.007914819	0.011209117	0.062867521	0.559072461	0.060503005
RpL18	Std	0.650702527	0.910693984	0.396243099	0.402615895	0.396243099	0.389955286	0.41352593	0.973054406	0.565795023	0.33207447	0.974901884	0.384080046	0.088760512
MED4	Std	0.268360965	0.084373047	0.991094401	0.113921639	0.991094401	0.113425846	0.890388063	0.120177553	0.873002982	0.891819533	0.900239075	0.987464076	2.38E-06
CG14830	Std	0.995988024	0.399208685	0.415277182	0.152449526	0.415277182	0.784673355	0.957864558	0.781850013	0.894527437	0.569532258	0.455239043	0.253096233	0.000327692
unc-13-4A	Std	0.997418773	0.994517142	0.99903233	0.994576331	0.99903233	0.522370097	0.505569255	0.258182491	0.977392735	0.516018837	0.51445325	0.260274068	0.014804246
CG8607	Std	0.322299976	0.238853973	0.676842269	0.476838551	0.676842269	0.18366508	0.897706796	0.19384571	0.82626027	0.867903863	0.59091486	0.544613302	0.000941751
RhoGEF4	Std	0.598157376	0.64214327	0.174989214	0.119126576	0.174989214	0.624477941	0.255636003	0.163451501	0.880709649	0.9782692	0.825370805	0.868411566	0.00031263
Rint1	Std	0.486080483	0.403882774	0.760271136	0.64385889	0.760271136	0.469044623	0.464435914	0.994645881	0.117467894	0.122260205	0.304815237	0.649240872	0.05327421
CG8602	Std	0.700078037	0.542948841	0.982766719	0.609662609	0.982766719	0.05764169	0.420763386	0.33017961	0.043533859	0.013671317	0.408405257	0.1406048	0.004769023
eco	Std	0.148831607	0.008418806	0.73763257	0.010058166	0.73763257	0.14917274	0.550646106	0.078654806	0.350544292	0.206834745	0.79265654	0.382341757	0.000875894
Cln7	Std	0.010697747	0.000400854	0.561011998	0.008411913	0.561011998	0.363450506	0.114242831	0.032045477	0.003363435	0.005920389	0.035199089	0.54285708	0.034154222
CG14834	Std	0.001893007	0.008030961	0.012245037	0.613071176	0.012245037	0.01275755	0.346827965	0.111238782	0.274261903	0.853264349	0.104849962	0.219447929	0.004716675
CTCF	Std	0.441557737	0.048369382	0.455057582	0.019425302	0.455057582	0.391411409	0.290581955	0.099024856	0.375811027	0.253732874	0.754110063	0.475145545	0.105969173
pst	Std	0.004563668	0.005191533	0.058400659	0.395712728	0.058400659	0.13920679	0.484559976	0.490680012	0.11075712	0.161264816	0.22253554	0.872777604	0.859151206
Sec63	Std	0.827929186	0.940488132	0.667691136	0.660820396	0.667691136	0.753015556	0.736007297	0.571106761	0.839138177	0.810347003	0.926350906	0.898148864	0.000328137
Sh3beta	Std	0.164562334	0.085707014	0.578819339	0.306502644	0.578819339	0.100584288	0.520963907	0.378503198	0.993209306	0.940902426	0.930270128	0.888157385	0.011032402
CG8562	Std	0.371651279	0.100294342	0.800136812	0.093039754	0.800136812	0.131604288	0.803240856	0.2517006	0.834979235	0.89150514	0.615811714	0.588035321	1.74E-13
CG18417	Std	0.528006006	0.61737437	0.589379406	0.96170202	0.589379406	0.80250916	0.935518028	0.764363129	0.612199662	0.800337423	0.538504767	0.812220976	0.072634494
CG8560	Std	0.372829133	0.299104313	0.671891598	0.595281341	0.671891598	0.377730892	0.250879062	0.807627617	0.724335662	0.874434304	0.465071644	0.438894044	1.05E-08
CG8539	Std	0.105456981	0.014664524	0.700502859	0.116335176	0.700502859	0.299644773	0.231327547	0.055271962	0.067281047	0.144780199	0.121179085	0.77103497	1.84E-10
CG7546	Std	0.086783689	0.008666681	0.897123513	0.028144132	0.897123513	0.060105666	0.960749783	0.109856611	0.589433217	0.422468796	0.936137668	0.529561463	0.001433576
frac	Std	0.03776657	0.199533463	0.034214288	0.419873314	0.034214288	0.293658148	0.39895611	0.849337646	0.347600057	0.821835236	0.197724942	0.340292084	0.421293612
Pura	Std	0.955110876	0.995765033	0.922516173	0.9288015	0.922516173	0.934438544	0.38387352	0.491271937	0.52234163	0.938656594	0.334018779	0.437381701	1.59E-07
CG7506	Std	0.263572887	0.173654602	0.644373686	0.423573025	0.644373686	0.821574873	0.382436712	0.573233383	0.654947691	0.255564214	0.681343562	0.18014205	0.611215245
PGRP-SD	Std	0.437625196	0.215948178	0.96186478	0.308772024	0.96186478	0.31500323	0.056581156	0.380705273	0.012783608	0.028729206	0.053957848	0.810281399	0.448308727
CG7492	Std	0.057300129	0.030436467	0.345411634	0.268765355	0.345411634	0.190221148	0.839612925	0.329959352	0.320448246	0.374649009	0.458951971	0.89602632	0.039273057
CG12262	Std	0.756443964	0.88537899	0.716228575	0.848666725	0.716228575	0.098658779	0.076111367	0.911935719	0.074198728	0.130592935	0.154108168	0.936192106	0.041694344
CG7457	Std	0.107206752	0.008972638	0.963630042	0.019430761	0.963630042	0.27701625	0.635415638	0.175421922	0.216165219	0.111773975	0.668568074	0.305953688	0.069967203
Snmp2	Std	0.358278943	0.153844359	0.932352209	0.247660471	0.932352209	0.017832513	0.08322623	0.60242695	0.105522944	0.309541937	0.102540933	0.562378225	0.098950201
CG7409	Std	0.222160119	0.064637843	0.88877678	0.136208028	0.88877678	0.041881607	0.406354019	0.288218604	0.585197785	0.842595483	0.489667738	0.663798788	3.37E-09
CG8281	Std	0.620929717	0.281969635	0.769589589	0.230934738	0.769589589	0.368833176	0.683813571	0.254495725	0.861360337	0.864237661	0.909313385	0.957071741	0.059712626
CG8111	Std	0.33610838	0.297384287	0.597305345	0.643167123	0.597305345	0.559239502	0.658479228	0.372779329	0.386936955	0.646596265	0.337295674	0.663734634	0.090886546
Srp9	Std	0.958144838	0.592297075	0.505066321	0.300137974	0.505066321	0.260414492	0.334324785	0.835690368	0.185392239	0.548181862	0.109369275	0.414991562	1.16E-09
HP4	Std	0.595167616	0.200341928	0.587633197	0.107348759	0.587633197	0.330801558	0.517872998	0.157891249	0.797006162	0.759193649	0.91576414	0.849187996	2.12E-06
CG8209	Std	0.970314312	0.89834576	0.944993629	0.863701342	0.944993629	0.18654061	0.905308412	0.288194781	0.354353455	0.147744363	0.960268375	0.219155561	2.92E-07
CG8038	Std	0.055971003	0.328604137	0.029100827	0.309332817	0.029100827	0.915272764	0.615642124	0.737756819	0.025246565	0.280362323	0.00922757	0.181268392	0.022488807
CG7565	Std	0.169986918	0.151416343	0.444294589	0.459826889	0.444294589	0.820106947	0.533279929	0.771906295	0.065319493	0.099279599	0.171865506	0.648098715	3.35E-13
ldbr	Std	0.199073733	0.073609178	0.827296163	0.143039236	0.827296163	0.227758631	0.221931733	0.037950941	0.22510771	0.553732424	0.155668974	0.50109598	4.56E-09
CG7550	Std	0.158258783	0.301494023	0.197732852	0.852314356	0.197732852	0.169496057	0.471891115	0.070834153	0.320996395	0.719003642	0.051507556	0.045158845	0.890947273
CG7504	Std	0.190192073	0.021926533	0.832288457	0.028329295	0.832288457	0.363540887	0.678484361	0.249314306	0.31648318	0.153793647	0.839139156	0.282452948	0.014499896
CG13676	Std	0.594724598	0.514280245	0.813080434	0.742369744	0.813080434	0.255469765	0.205045786	0.832112676	0.050257216	0.076536305	0.140564802	0.929955486	0.014737022
Uxs	Std	0.371536577	0.847001076	0.098884638	0.110822575	0.098884638	0.633048133	0.385655074	0.743570864	0.942470086	0.502471912	0.429391869	0.206271864	0.193513548
ERR	Std	0.328394565	0.154587488	0.849525921	0.290790247	0.849525921	0.843372416	0.671521366	0.836098096	0.17853375	0.106899637	0.543574285	0.395356676	5.06E-07
Atg18a	Std	0.604983746	0.457170673	0.917126127	0.578967065	0.917126127	0.251361311	0.554131972	0.627753746	0.583473956	0.6809123	0.626844814	0.944444166	4.32E-07
MED24	Std	0.02675151	0.001897227	0.658981031	0.016544273	0.658981031	0.02428381	0.851651221	0.032849624	0.340196379	0.347479499	0.532472938	0.785457578	0.871900771
UbcE2M	Std	0.398549387	0.257522489	0.809748123	0.43094963	0.809748123	0.564821028	0.866919542	0.516423481	0.555781976	0.576246823	0.685240089	0.89159307	0.023498329
CG8005	Std	0.568099577	0.845473414	0.45726229	0.637327178	0.45726229	0.972345635	0.638256306	0.663791956	0.759980709	0.818638142	0.786558464	0.971336799	0.957536455
Arl5	Std	0.076828844	0.00530556	0.987470359	0.012287271	0.987470359	0.272006175	0.389330782	0.090543571	0.112213164	0.078745298	0.401785616	0.405482929	0.005364168
CG13671	Std	0.211614209	0.079734493	0.788177856	0.187966607	0.788177856	0.080699176	0.814985744	0.178938045	0.986683081	0.994837	0.973197269	0.972107152	0.857935415
CG7194	Std	0.029084275	0.059585425	0.088002286	0.572506499	0.088002286	0.131143781	0.061072708	0.998666379	0.858054902	0.690437485	0.859193367	0.605645697	7.61E-05
BI-1	Std	0.406949297	0.022397246	0.329247978	0.005424719	0.329247978	0.188027423	0.421026378	0.067824557	0.607143593	0.312166862	0.863152301	0.304117177	0.000393941
CG7185	Std	0.20308585	0.013494913	0.656473077	0.011731057	0.656473077	0.346456273	0.864651718	0.334423798	0.418827583	0.113510772	0.783476805	0.106974489	0.140644104
Pex2	Std	0.51721339	0.824334553	0.394257449	0.597670606	0.394257449	0.110592756	0.488486978	0.402478183	0.439906921	0.165136227	0.875641746	0.17437394	5.41E-05
CG7083	Std	0.772238803	0.311048219	0.607095618	0.189050294	0.607095618	0.17067195	0.599813314	0.477933407	0.389148608	0.711584116	0.305290203	0.548847934	3.05E-10
CG7182	Std	0.022000676	0.008785672	0.258480397	0.175396714	0.258480397	0.114328635	0.747430656	0.270327296	0.241703274	0.268165247	0.416449225	0.79584779	0.000199581
GAPcenA	Std	0.276860011	0.144564601	0.754898334	0.312423514	0.754898334	0.887479559	0.45731793	0.443007088	0.149269891	0.186930961	0.294718951	0.809360171	0.413415603
Culd	Std	0.193760183	0.119023474	0.57583768	0.371589976	0.57583768	0.19370681	0.296189666	0.822942442	0.891181059	0.795005636	0.626714843	0.517342288	0.905762729
Jon66Ci	Std	0.531415274	0.683053828	0.414480362	0.954174223	0.414480362	0.918415988	0.363008934	0.657287889	0.44561774	0.749735335	0.145061888	0.768624854	0.017800737
CG7120	Std	0.251105372	0.221278057	0.506028554	0.63977487	0.506028554	0.371259396	0.603050475	0.756225824	0.774311241	0.742037761	0.886148815	0.876685332	0.014083375
mkg-p	Std	0.422999212	0.155451947	0.894721602	0.173857218	0.894721602	0.277281549	0.652054067	0.181443762	0.68924717	0.736002406	0.750920078	0.985633263	0.078914962
CG13667	Std	0.902447274	0.932807179	0.907004632	0.979680702	0.907004632	0.41714202	0.160237814	0.620761183	0.221844685	0.464596513	0.202521751	0.640266655	0.180676966
CG6983	Std	0.1774865	0.422644809	0.157339272	0.59992497	0.157339272	0.954470058	0.438737633	0.473424177	0.360429876	0.391743579	0.520792822	0.851122885	0.731357691
ZC3H3	Std	0.613871743	0.801969498	0.2959407	0.254812267	0.2959407	0.653510919	0.280668864	0.566257634	0.660624466	0.484007242	0.970372509	0.576894884	2.10E-08
CG6745	Std	0.007377847	0.172531706	0.002287585	0.132152764	0.002287585	0.580629821	0.697924077	0.412782446	0.005577547	0.058237983	0.007069303	0.472714269	0.009486762
CG6683	Std	0.331209687	0.062045933	0.688472443	0.044315629	0.688472443	0.161086067	0.63939339	0.098431181	0.73839764	0.636735383	0.945169081	0.720820441	0.012501037
GstO3	Std	6.30E-05	0.000118719	0.004356674	0.343605719	0.004356674	0.189262851	0.005822703	0.174180248	1.46E-08	1.77E-06	8.15E-07	0.822710378	0.319687879
GstO2	Std	0.401869205	0.232653392	0.859307216	0.376199115	0.859307216	0.312735351	0.139417897	0.673247188	0.020900104	0.030371713	0.099906548	0.640704405	0.00011841
GstO1	Std	0.785843205	0.703817272	0.960175756	0.761603992	0.960175756	0.965039667	0.269411347	0.378587176	0.345562711	0.672465251	0.251655643	0.55848118	4.16E-07
ergic53	Std	0.461390079	0.182915185	0.892610171	0.201987948	0.892610171	0.272554168	0.623491757	0.594637433	0.813028416	0.811087175	0.531625168	0.45272437	2.43E-12
CG6638	Std	0.244536064	0.327605378	0.352585283	0.959501262	0.352585283	0.303304274	0.189404192	0.808997771	0.786687765	0.956983267	0.696714387	0.770926686	0.091388825
CG6282	Std	0.299563603	0.093357942	0.969597099	0.160663902	0.969597099	0.038535348	0.650749356	0.163082777	0.605114136	0.660499902	0.683502293	0.983815801	0.054988706
GAPsec	Std	0.918566095	0.232510565	0.273712759	0.049297746	0.273712759	0.356571706	0.32637798	0.101518159	0.91974095	0.786956918	0.910865736	0.7379065	9.48E-07
Zasp66	Std	0.670017121	0.300178649	0.084465422	0.018278951	0.084465422	0.597705533	0.195796663	0.116012258	0.966233957	0.607930391	0.654740981	0.404544335	2.33E-08
Cdc6	Std	0.248566791	0.040526485	0.804617306	0.042361603	0.804617306	0.236922537	0.723847604	0.176602037	0.536102076	0.371065118	0.915507085	0.484839196	0.000107818
CG6511	Std	0.14507736	0.003722653	0.518885074	0.002195197	0.518885074	0.05506567	0.927852621	0.076059993	0.756086484	0.28880617	0.582194645	0.164021416	0.449753088
CG5804	Std	0.118764412	0.030519752	0.719269611	0.108547985	0.719269611	0.316100507	0.260710484	0.06733807	0.104985934	0.230927014	0.14178066	0.830665699	0.154234679
CG13311	Std	0.96925272	0.313242721	0.467632337	0.148974844	0.467632337	0.854500399	0.334080657	0.416672525	0.413736216	0.235889	0.804985629	0.491117658	5.03E-05
CG13309	Std	0.0263711	0.00221927	0.478578246	0.06116467	0.478578246	0.139896254	0.574160692	0.090032255	0.075815425	0.088781654	0.212593458	0.800825577	5.32E-07
TrpA1	Std	0.232435654	0.166361118	0.603717852	0.391516431	0.603717852	0.995222027	0.454668761	0.537439415	0.110465615	0.166360601	0.218245541	0.770890333	0.138087392
Tsp66E	Std	0.187618568	0.35686787	0.214359601	0.782515503	0.214359601	0.576542318	0.855943307	0.51965906	0.277448339	0.716310312	0.158647597	0.358025902	0.91593003
CG13313	Std	0.313202567	0.290558731	0.600645644	0.51401119	0.600645644	0.307112057	0.258745962	0.95871024	0.70905081	0.975702443	0.480766721	0.561300476	0.371438817
ValRS-m	Std	0.155842007	0.03216509	0.937907129	0.060900834	0.937907129	0.804013737	0.495520442	0.430546828	0.101428964	0.057142889	0.45293535	0.281192711	8.07E-05
CG5021	Std	0.084668149	0.03007516	0.53518285	0.158204638	0.53518285	0.678702971	0.784734757	0.897121331	0.19097909	0.076317522	0.731206362	0.202305498	0.016580375
CG5026	Std	0.031080243	0.003908229	0.559771361	0.036890928	0.559771361	0.061320138	0.857811742	0.133514868	0.359092977	0.273552326	0.686772866	0.541843858	0.000177963
Srp68	Std	0.449613704	0.519989433	0.551687422	0.967921919	0.551687422	0.037245207	0.862424938	0.04980354	0.664205905	0.142027312	0.442586424	0.054337184	4.31E-12
CG5644	Std	0.172678964	0.338085735	0.209234044	0.652102391	0.209234044	0.521798074	0.948328275	0.661416376	0.086183281	0.114740784	0.200550464	0.987616835	6.08E-07
CG5068	Std	0.578388318	0.141562596	0.56051	0.075956101	0.56051	0.264549047	0.328219148	0.901079819	0.466601455	0.721454954	0.124868094	0.101386653	0.621273647
CG5087	Std	0.056747575	0.016985062	0.484458996	0.124300626	0.484458996	0.175150442	0.616672365	0.43944653	0.433622453	0.281848959	0.843293283	0.439020156	0.000113888
CG5194	Std	0.707663043	0.442773247	0.16053775	0.062804372	0.16053775	0.780662298	0.093398233	0.093731488	0.635659409	0.625238792	0.774264014	0.859670635	0.099089133
CG5144	Std	0.823403369	0.708534332	0.951994234	0.685863768	0.951994234	0.169985149	0.590324118	0.366524772	0.313513565	0.303911162	0.555747846	0.617777886	5.54E-05
CG4911	Std	0.032175721	0.004537265	0.533433034	0.045680731	0.533433034	0.199554474	0.84546294	0.197678578	0.134022664	0.101145972	0.415101986	0.46285513	0.005305846
CG4942	Std	0.423884267	0.51074217	0.514117085	0.995843181	0.514117085	0.590952336	0.960308436	0.671344755	0.663410509	0.907796689	0.554245068	0.674312899	0.085725425
Dhpr	Std	0.004965815	0.013790279	0.028111775	0.846637987	0.028111775	0.892107314	0.121386593	0.139925634	0.046820161	0.009803445	0.502040856	0.09344737	5.02E-07
Use1	Std	0.971011622	0.409757428	0.428036516	0.162310468	0.428036516	0.788429838	0.076053518	0.079961231	0.344252976	0.579217774	0.318954366	0.702926722	0.02595447
Slc45-1	Std	0.483571665	0.244341325	0.945689334	0.38736888	0.945689334	0.778401927	0.123323043	0.099506416	0.124993042	0.37679729	0.112522451	0.442618223	1.08E-10
CG4476	Std	0.412672956	0.192210669	0.978601532	0.264155684	0.978601532	0.088346823	0.330304981	0.021742999	0.718891725	0.677940218	0.317165827	0.219928784	0.003464815
PGRP-LA	Std	0.021454426	0.00210653	0.413255407	0.072680828	0.413255407	0.031702147	0.580499187	0.219352021	0.457468861	0.314502326	0.794191781	0.566422548	2.11E-11
PGRP-LC	Std	0.014133672	0.003342347	0.253940891	0.131174481	0.253940891	0.858065499	0.337674083	0.311190081	0.003829314	0.005566293	0.041211284	0.588990961	7.71E-08
PGRP-LF	Std	0.165605928	0.013121306	0.921082978	0.034008713	0.921082978	0.655983532	0.791798556	0.550125116	0.19236823	0.038735272	0.870724698	0.12182083	8.10E-07
UGP	Std	0.902216033	0.615679339	0.478902934	0.294642905	0.478902934	0.856225463	0.026880296	0.037705814	0.254515419	0.747819452	0.123118541	0.286989972	1.70E-09
mRRF1	Std	0.602998536	0.657014556	0.684005398	0.965512839	0.684005398	0.680605944	0.607748522	0.422765302	0.644824166	0.393556823	0.915390993	0.402126765	0.263395055
CG4452	Std	0.36517888	0.32472681	0.61769302	0.672711002	0.61769302	0.909393537	0.679778993	0.793947621	0.222592717	0.273152598	0.365079938	0.873036324	0.002721006
CG4461	Std	0.979902775	0.137292273	0.127212898	0.01037409	0.127212898	0.021950635	0.868396365	0.061570745	0.122143375	0.39493414	0.092446608	0.459569245	0.689902462
CG4080	Std	0.08370786	0.022071057	0.607185993	0.112371937	0.607185993	0.61395591	0.755905273	0.861089265	0.215003297	0.070168874	0.840041473	0.157410436	0.176803273
Cpr67B	Std	0.040485891	0.009452743	0.453753395	0.100714183	0.453753395	0.067515969	0.10112382	0.899261698	0.94867164	0.413721172	0.366327048	0.137149179	0.008147226
CG4022	Std	0.929897265	0.707978872	0.593269694	0.431784528	0.593269694	0.685295057	0.531841002	0.864734146	0.590675172	0.436034628	0.927112449	0.542872637	0.011651185
CG3689	Std	0.098225166	0.502201914	0.041712105	0.229842954	0.041712105	0.492414404	0.919940053	0.60740746	0.237430962	0.98633937	0.052936855	0.089342657	6.97E-05
CG3967	Std	0.077631783	0.043367774	0.388335014	0.295477771	0.388335014	0.546335171	0.619229445	0.918407016	0.271297193	0.151273425	0.717384641	0.346805507	0.886779597
